id,ret
63,
64,使用吹风机时，务必佩戴护目镜。根据作业条件，还应酌情佩戴防尘口罩、防滑安全鞋、安全帽或听力防护装备，以减少人身伤害风险。
65,"""操作吹风机时需注意以下安全要点： 个人防护方面，需佩戴听力防护装备、眼部防护装备、防滑工作鞋，多尘环境需戴面罩。<PIC> 人身安全方面，禁止穿宽松衣物、佩戴围巾或项链，长发需束起；禁止饮酒、服药或疲劳状态下操作；禁止未成年人操作。 操作安全方面，禁止无关人员及动物进入10米作业范围；严禁将喷口对准人或动物；任何防护装置缺失时严禁操作；严禁在通风不良空间操作；加油前必须关闭发动机；严禁站在梯子或支架上操作。<PIC> 消音器方面，催化消音器在运行中、停机后及怠速状态下均异常滚烫，注意烫伤及火灾风险；严禁在室内或易燃材料附近启动设备。 其他方面，仅在合理时段操作，以最低油门完成作业，操作前检查消音器、进气口及空气滤清器状态。"", [""Manual04_2"", ""Manual04_3""]"
66,抱歉，当前手册中未包含吹风机调节化油器的相关内容，无法为您提供准确解答。建议联系产品经销商或查阅对应产品的专属说明书。
67,
68,
69,抱歉，当前手册内容不包含吹风机的相关信息，无法回答此问题。建议查阅产品随附说明书或联系品牌官方客服。
70,"""空调主要由室内机和室外机两大部分组成。室内机包含前盖板、空气滤网、3M多重防护滤网、等离子滤网、开/关键、操作指示灯及信号接收器等部件。<PIC>室外机则是负责与外部环境进行热交换的核心单元，内含热交换器盘管等关键组件。<PIC>遥控器作为主要操控工具，配有模式键、温度调节键、风速键、出风方向键及定时功能键等，通过无线信号与室内机通信。<PIC>"", [""Manual01_0"", ""Manual01_1"", ""air_conditioner_01""]"
71,"""遥控器的常用按键位于正面，附加功能按键位于遥控器盖板下方。使用时将遥控器对准空调底部的信号接收器即可操作。<PIC>"", [""air_conditioner_01""]"
72,"""使用遥控器前需先安装7号电池。取下电池盖，<PIC>装入新电池，确保正、负极安装正确，<PIC>然后重新装上电池盖。若遥控器显示屏开始变暗，请及时更换电池。"", [""Manual01_2"", ""Manual01_3""]"
73,"""将支架安装在无阳光直射的位置。先选择安全且便于取用的位置，用螺丝刀将两颗螺丝拧紧固定支架，<PIC>再将遥控器滑入支架中。<PIC>"", [""Manual01_4"", ""Manual01_5""]"
74,"""想快速调节室内温度，可以从以下几点入手：调高风扇转速，短时间内能加快制冷或制热效果；用百叶窗或窗帘遮挡阳光，减少热量进入；保持门窗紧闭，避免冷气或热气流失；上下或左右调节出风方向，促进室内空气循环。如果没有遥控器，可以打开前盖板 <PIC> 按下开/关键启动空调 <PIC>，冷暖型机型会根据室内温度自动切换模式，单冷型默认温度为22摄氏度。"", [""Manual01_22"", ""Manual01_23""]"
75,检索到的手册内容中未包含空调自清洁运行功能的相关说明，无法提供准确操作步骤。建议查阅随机附带的完整用户手册相关章节，或联系当地授权服务中心获取帮助。
76,
77,"""单冷型机型开启自动运行模式（人工智能模式）步骤如下：按下开/关键开启电源，然后反复按下模式键，选择自动运行模式。<PIC>若当前温度高于或低于所需温度，按下上升/下降键选择所需的运行代码。<PIC>此模式下风扇转速和温度会根据室内温度自动调节，无法手动调节风扇转速，但可设置导风板自动摆风。注意部分机型不支持此功能。"", [""Manual01_18"", ""Manual01_19""]"
78,"""自动转换运行功能仅适用于冷暖型机型，部分机型不支持此功能。使用时无需遥控器，直接通过室内机操作即可。打开前盖板，轻轻掀起盖板两侧。<PIC> 然后按下开/关键，空调将根据室内温度自动在制冷和制热模式之间切换，风扇转速默认设为高速。<PIC>"", [""Manual01_22"", ""Manual01_23""]"
79,提供的手册中未包含节能制冷模式的相关说明，无法为您提供准确的操作步骤。建议查阅产品完整说明书，或联系售后服务人员获取帮助。
80,"""遥控器无法使用时，可通过室内机上的开/关键操作空调，风扇转速默认设为高速。 操作步骤：打开前盖板，轻轻掀起盖板两侧。<PIC> 然后按下开/关键即可启动空调。<PIC> 运行模式说明：冷暖型机型会根据室内温度自动切换运行模式；单冷型机型温度默认设为22摄氏度。<PIC>"", [""Manual01_22"", ""Manual01_23"", ""Manual01_24""]"
81,"""空调自动重启功能为工厂默认设置，停电后再次来电时会自动恢复之前的运行设置，无需手动操作。若该功能曾被关闭，可按以下步骤重新开启：打开前盖板，轻轻掀起盖板两侧。<PIC> 按住开/关键6秒钟，设备发出两声蜂鸣，蓝色指示灯闪烁4次，即表示自动重启功能已重新开启。<PIC> 注意：按住3-5秒而非6秒，空调会进入测试运行模式，请确保按足6秒。"", [""Manual01_22"", ""Manual01_23""]"
82,
83,抱歉，当前提供的手册内容中没有关于空调空气滤网清洁的相关说明，无法为您提供准确答案。建议查阅您空调产品的随附说明书，或联系品牌官方客服获取指导。
84,"""清洁3M多重防护滤网步骤如下：关闭电源并拔下电源线。打开前盖板，取出空气滤网。抽出3M多重防护滤网。<PIC> 用吸尘器清理滤网污垢，切勿用水清洗，以免造成滤网损坏。注意：滤网的位置和形状可能因机型不同而有所差异。"", [""Manual01_33""]"
85,检索到的手册内容中没有关于空调等离子滤网清洁的具体说明。手册仅提到空气滤网应每两周清洁一次，以防灰尘堵塞风道影响制冷效果，但未涉及等离子滤网的清洁步骤或方法。建议联系授权服务中心获取针对您具体型号的维护指引。
86,"""蒸汽清洁机组装无需专用工具，共三步。第一步，将主机身固定扣（部件15）从主机身（部件7）背部取下。<PIC> 第二步，将主机身底部滑入旋转拖头（部件18）颈部，确保旋转拖头颈部背部的孔位与主机身孔位对齐，再将固定扣插入主机身背部孔位，将两部分锁紧。<PIC> 第三步，按图示将手柄杆（部件4）插入主机身（部件7），直至听到咔嗒声到位。<PIC>"", [""Manual05_2"", ""Manual05_3"", ""Manual05_4""]"
87,"""这款二合一蒸汽清洁机有以下实用功能：内置水过滤器可过滤自来水中的矿物质和杂质，防止水垢损坏机器；旋转拖头可清洁狭小空间及橱柜下方；吸水纤维拖布可吸附蒸汽松动的污垢，可重复使用且机洗；就绪指示灯在机器可用时亮起；支持多种配件，包括角形喷嘴、圆刷、布艺清洁头、玻璃清洁组件等，适应不同清洁场景。<PIC> 快速上手步骤：先按下拖布释放扣装入拖布。<PIC>然后用量杯加水，或取下水箱在水槽加水。<PIC>顺时针旋转快速收线扣展开电源线，插入120V接地插座。等待就绪指示灯亮起后，缓慢移动并按下开关出蒸汽即可开始清洁。首次使用时可能需数秒才出蒸汽，属正常现象。"", [""Manual05_8"", ""Manual05_6"", ""Manual05_7""]"
88,"""清洁前先扫地或吸尘，去除表面浮尘。确认水箱有水，插上电源，等待就绪指示灯亮起。<PIC> 缓慢推动拖把，同时按下开关（部件2）持续出蒸汽，拖布会吸附蒸汽松动的污垢。<PIC> 如需消毒某区域，将拖把停留15至20秒。蒸汽不足时，拔掉电源、取下水箱加水后继续。本机适用于瓷砖、Vinyl地板、复合地板、大理石、石材及封边木地板，不可用于未封边木地板。打蜡地板使用前建议先在不显眼处测试。"", [""Manual05_7"", ""Manual05_8""]"
89,
90,
91,
92,
93,
94,
95,"""向右推动卡扣打开洗涤剂盒盖（A）。<PIC> 向洗涤剂盒中加入适量粉末或块状洗涤剂，盒内有刻度标记辅助控量，总容量为40cm³。根据装载量和餐具脏污程度，加至15cm³或25cm³刻度线；若餐具残渣已干涸，可同时加满5cm³小格。<PIC> 轻轻按下关闭盒盖，听到咔嗒声表示已关紧。注意：请勿向洗涤剂盒中加入溶剂，有爆炸危险。建议在即将运行机器前再加入洗涤剂。"", [""Dish_washer_03"", ""Manual06_4""]"
96,
97,
98,以下物品不适合在洗碗机中清洗：带装饰图案的玻璃和光泽瓷器，洗碗机的高温和洗涤剂会导致装饰脱落；含铝或铝制厨具，容易产生划痕；表面已变差或损坏的厨具，无法获得理想洗涤效果且不卫生；劣质不锈钢银质餐具，不可避免会生锈；已生锈的厨具，锈迹会转移到其他不锈钢表面；某些精致玻璃和水晶，长期清洗会逐渐失去光泽。建议购买餐具时提前确认是否适合洗碗机清洗。
99,
100,
101,
102,"""清洁前先关闭水龙头并拆下进水管。取出滤网后在自来水下冲洗干净。将清洁后的滤网装回水管原位，再将水管重新接回水龙头。<PIC> 进水管滤网的作用是过滤市政供水中的沙、污垢、铁锈等杂质，建议定期检查并按需清洁。"", [""Manual06_22""]"
103,"""清洁上层喷淋臂前，请先拔掉电源并关闭水龙头。检查上层喷淋臂（2）上的孔是否堵塞，若堵塞则需拆下清洁。向左旋转螺母即可拆下上层喷淋臂，用水冲洗疏通堵塞的孔。安装时确保螺母拧紧。建议至少每周清洁一次喷淋臂以保证机器高效运行。<PIC>"", [""Manual06_23""]"
104,抱歉，当前提供的手册内容中未包含空气净化器滤网塑料包装拆除的相关说明，建议参阅产品随附的快速安装指南，或联系品牌客服获取指导。
105,检索内容中未包含空气净化器脚轮安装的相关说明，无法提供准确的安装步骤。建议查阅产品随附的完整安装手册，或联系品牌客服获取帮助。
106,
107,检索内容中未包含室内空气质量指示灯的相关说明，无法提供准确解释。建议查阅产品完整用户手册，或联系当地经销商及服务中心咨询。
108,"""清洁前请先拔掉电源。外部清洁：用温和清洁剂和软布轻轻擦拭外表面和门封条，控制面板仅用软布擦拭。<PIC> 内部清洁：根据脏污程度，空载运行预洗程序（不加洗涤剂）或长程序（加洗涤剂）清洁内部和内胆。若内部积水，按取消程序操作排水；若无法排水，清洁底部残渣疏通水路。<PIC>"", [""Manual06_18"", ""Manual06_19""]"
109,"""空气滤清器清洁步骤：取下盖板，松开固定空气滤清器盖的卡箍，取下滤清器盖及滤芯。<PIC> 用溶剂清洗滤芯并晾干，给滤芯上油并挤出多余机油，滤芯应湿润但不滴油（推荐使用泡沫空气滤清器专用油或SAE 20号发动机油）。注意不要拧绞滤芯以免撕裂。将滤芯装回滤清器，确保密封面贴合无漏气。<PIC> 装回滤清器盖、卡箍及盖板。建议每工作25小时清洁一次，粉尘环境下增加频次。使用一段时间后无法彻底清洁时需更换新件。严禁无滤芯运行发动机。"", [""Manual18_61"", ""Manual18_62""]"
110,"""关闭电源并拔下电源线。打开前盖板，轻轻掀起盖板两侧。<PIC> 握住空气滤网的把手，轻轻向上提起，将其从机身中取出。<PIC> 用吸尘器清理滤网，或用温水冲洗，若污垢较难清理可加洗涤剂。将滤网置于阴凉处晾干后装回。建议每两周清洁一次，必要时可增加频率。注意：清洁时勿用40摄氏度以上热水，勿使用挥发性物质。"", [""Manual01_25"", ""Manual01_26""]"
111,
112,
113,当前提供的手册内容涵盖健身追踪器（智能手表）的使用说明，未包含健身单车的相关信息。如需健身单车的技术规格，建议查阅健身单车随附的产品说明书，或访问品牌官网的产品页面获取详细规格参数。
114,"""启动健身单车前需完成以下准备：穿着橡胶底运动鞋和适合运动的衣物。调节座椅高度：将脚踏板转到前位，脚掌中心对准脚踏板，膝盖保持微弯。松开座管调节旋钮，将座椅调至合适高度后确保锁销完全卡入并拧紧旋钮，不可超过限位标记（STOP）。<PIC> 调节脚踏绑带：将脚掌中心放在脚踏板上，转动脚踏板至可触及位置，将绑带固定在鞋面上，两侧均需操作，确保脚尖和膝盖朝前。<PIC> 首次开机需完成初始设置：按增减按钮依次设置日期、时间和计量单位，每项设置完成后按确认键。之后可按快速启动按钮开始手动程序，默认阻力等级为4。<PIC>"", [""Manual14_23"", ""Manual14_25"", ""Manual14_24""]"
115,"""健身单车控制台功能包括：程序显示（展示运动曲线，列越高阻力越高，闪烁列为当前区间）、强度显示（实时运动强度）、心率区间显示（无氧/有氧/燃脂区间）、目标显示（距离/时间/卡路里完成情况）、用户显示（当前用户档案）、成就显示（达成目标时触发祝贺提示音）。<PIC> 显示功能涵盖：速度（mph或km/h）、时间（运动总时长，超99:59自动切换为小时/分钟格式）、距离（英里或公里）、等级（当前阻力等级）、转速（RPM）、心率（BPM，接收到信号时图标闪烁）、卡路里（估算消耗量）。心率通过接触式传感器采集，需双手同时接触把手传感器，检测到四个稳定信号后显示初始心率，再保持10–15秒完成校准。显示心率为近似值，仅供参考。"", [""Manual14_22""]"
116,"""运动前需要调整表带位置和松紧度。佩戴位置上，运动时可将表带向上移动至手腕更高处，以获得更贴合的效果，优化心率监测准确性。<PIC> 松紧度上，收紧表带至舒适贴合，将表扣钉按入合适的孔位，但不要过紧，佩戴时应留有空隙，可在手腕上轻微移动。同时确保手表背面与皮肤保持接触。如果感到不适，请及时松开表带；若不适持续，请取下手表让手腕休息。"", [""Manual16_6""]"
117,"检索内容中未包含""""轻松骑行""""类别或预设运动程序的相关信息，无法准确回答此问题。建议查阅对应产品的用户手册，或联系官方客服获取详细说明。"
118,抱歉，提供的手册内容中没有关于健身单车山地类别预设运动程序的相关信息，建议查阅完整产品手册或联系客服获取详细说明。
119,
120,"""在开机模式界面，按增加（▲）或减少（▼）按钮选择要编辑的用户档案，然后按确认按钮。控制台显示编辑提示后，按确认键开始编辑。依次设置以下内容：姓名（最多10个字符，用增加/减少按钮浏览字母，左右按钮切换字符位置）、年龄、体重、身高、性别，每项完成后按确认键。之后设置扫描选项（控制运动数据显示方式，默认关闭）和下部显示自定义（选择运动中显示的数据项）。<PIC> 全部设置完成后，控制台自动返回该用户的开机模式界面。如需退出编辑，任意步骤中按暂停/结束按钮即可返回开机模式界面。"", [""Manual14_26""]"
121,"""健身单车的心率目标通过用户档案设置。在控制台开机界面，按增加/减少按钮选择用户档案，档案中包含个人数据（如年龄），控制台会据此计算目标心率区间并在运动中显示。运动时建议慢速起步，逐渐增加强度，使心率达到最大心率的50–70%，并将心率维持在目标区间20分钟以上。<PIC>以下为基于年龄的目标心率参考范围（最大心率的50–70%）：年龄越大，目标心率绝对值越低。例如20岁目标心率约100–140次/分，40岁约90–126次/分，60岁约80–112次/分。具体个人目标心率可能因体能状况有所不同，建议咨询医生获取个性化建议。"", [""Manual14_23""]"
122,根据提供的手册内容，未找到关于健身单车体能测试程序的相关信息。建议查阅产品完整手册中的运动模式章节，或联系客服获取详细说明。
123,"""充电步骤如下：先将充电器插入合适的插座，再将电池组插入充电器并确保完全就位。<PIC>红色指示灯持续闪烁表示正在充电，红色指示灯常亮则表示充电完成。充电中和充满的指示灯状态如下：充电中为虚线闪烁<PIC>，充满为实线常亮<PIC>，过热/过冷延迟为点划线交替<PIC>。充电完成后可取出使用或留在充电器中。"", [""Manual11_2"", ""drill0_08"", ""drill0_09"", ""drill0_10""]"
124,DCB101充电器指示灯含义如下：正常充电时，红色指示灯持续闪烁。充电完成后，指示灯显示已充满状态。电源故障时（如配合发电机等便携式电源使用），红色指示灯快速闪烁两次后暂停，表示电源超出允许范围。若电池组存在故障，充电器会显示不亮灯或电池组/充电器故障提示。过热/过冷延迟模式下，红色指示灯长闪后短闪，待温度恢复正常后自动切换至充电模式。
125,
126,"""关闭工具并断开电源。<PIC>一只手握住夹头黑色套筒，另一只手固定工具，逆时针旋转套筒至足够大，装入所需附件。<PIC>将附件插入夹头约3/4英寸（19毫米），一只手顺时针旋转夹头套筒紧固，另一只手握住工具。<PIC>工具配有自动主轴锁定机构，可单手开合夹头，务必一只手握套筒、另一只手握工具以达到最大紧固度。拆卸附件时重复步骤1和2。"", [""drill0_01"", ""drill0_02"", ""drill0_03""]"
127,"""安装电池组（图6）：将电池组（K）对准工具手柄内导轨，滑入手柄直至电池组牢固就位且不会松脱。<PIC> 拆卸电池组时，按下释放按钮（J），将电池组从工具手柄中平稳拔出。注意：调整或拆卸/安装前，务必关闭工具并取下电池组，防止意外启动造成伤害。"", [""drill0_14""]"
128,抱歉，当前提供的手册内容中未包含腰带挂钩和批头夹的使用注意事项，无法为您提供准确解答。建议查阅产品随附的完整说明书，或联系品牌客服获取详细指导。
129,"""手册建议仅使用制造商推荐的附件，使用其他附件可能存在危险。<PIC> 具体附件选择应参考产品型号对应的推荐配件列表，未经测试的第三方附件不建议使用。"", [""Manual11_9""]"
130,
131,"""包装盒内含以下物品：配有小号表带的手表（颜色和材质仅供参考）<PIC>，充电线<PIC>，以及额外大号表带<PIC>。可拆卸表带提供多种颜色和材质，但需单独购买。"", [""fitness_trackers_01"", ""fitness_trackers_02"", ""fitness_trackers_03""]"
132,"""将充电线插入电脑USB端口、UL认证的USB墙充或其他低功耗充电设备。<PIC> 再将充电线另一端靠近手表背面充电接口，磁吸会自动吸附，确保金属触点与接口对齐。<PIC> 充电12分钟可续航24小时，完全充满约需1-2小时。充电时轻点屏幕两次或按下按钮可点亮屏幕。"", [""fitness_trackers_02"", ""fitness_trackers_02""]"
133,"""日常佩戴时，将健身追踪器戴在腕骨上方一指宽的位置。<PIC> 运动时，可将表带向上移动以获得更贴合的佩戴效果，同时确保设备背面与皮肤接触。<PIC>"", [""Manual16_5"", ""Manual16_6""]"
134,
